task,taskSettings,findings,name,complianceRuleCalc,is_enabled,tpaAdditionalParams,apps,status,owner,presets,action,type,id,description,actions,severity,category
618254e25e1bc100147e7034,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 2371, 'calcDate': '2023-05-19T12:52:58.407Z'}",P1 Sensitivity Risk Objects,"{'bigidQuery': 'catalog_tag.Sen.Priority = ""P1""', 'maxFindings': '0'}",True,,[],VIOLATED,bigidadmin,[],,catalog,618254e194f31012a7462748,Objects automatically tagged with the Sensitivity Classification of P1.,[],medium,
6182552e5e1bc100147e703d,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 1, 'calcDate': '2023-05-19T12:52:58.410Z'}",P2 Sensitivity Risk Objects,"{'bigidQuery': 'catalog_tag.Sen.Priority = ""P2""', 'maxFindings': '0'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6182550394f31012a7462863,Objects automatically tagged with the Sensitivity Classification of P2.,[],medium,
618255215e1bc100147e703a,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 9, 'calcDate': '2023-05-19T12:52:58.411Z'}",P3 Sensitivity Risk Objects,"{'bigidQuery': 'catalog_tag.Sen.Priority = ""P3""', 'maxFindings': '0'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6182552194f31012a746296e,Objects automatically tagged with the Sensitivity Classification of P3.,[],medium,
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,South Africa Protection of Personal Information Act,"{'bigidQuery': 'field IN (""classifier.South African ID Number"", ""classifier.South African Phone Number near Term"", ""classifier.South African Ethnicity"", ""classifier.Employment Status (English) (Wide)"", ""classifier.Employment Status (English)"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Gender and Sex (English)"", ""classifier.Crime (English)"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Date of Birth (DOB)"", ""classifier.US Given Name"", ""classifier.US Family Name"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Age"", ""classifier.Marital Status"", ""classifier.Discharge Date"", ""classifier.Admission Date"", ""classifier.US Middle Name"", ""classifier.US Full Name"", ""classifier.US Full Name (Wide)"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name (Wide)"", ""classifier.Australian Passport Number near Term"", ""classifier.Medical Record Number (MRN)"", ""classifier.Patient ID Number"", ""classifier.Email"", ""classifier.MD::Passport Number - MD"", ""classifier.MD::Patient ID Number - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.MD::Phone Number - MD"", ""classifier.MD::Income - MD"", ""classifier.MD::Date of Birth - MD"", ""classifier.MD::Username - MD"", ""Email"", ""Sex"", ""Sexual Orientation"", ""Gender"", ""Crime"", ""Medical Record Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Date of Birth"", ""Admission Date"", ""Discharge Date"", ""Age"", ""Marital Status"", ""Race"", ""Ethnicity"", ""Education Information"", ""First Name"", ""Middle Name"", ""Last Name"", ""Full Name"", ""Account Name"", ""Social Media Name"", ""Given Name"", ""Family Name"", ""User Name"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,62df7eddd6cca27f39ebb6fa,"South Africa's Protection of Personal Information Act ('POPIA', or 'POPI Act') safeguards and regulates the collection of personal information when processed by a responsible party. The act defines 'personal information' as information relating to an identifiable, living, natural person including but not limited to racial or ethnic origin, political opinions, religion or philosophical beliefs, data concerning health or on a natural person's sex life or sexual orientation, genetic data, or biometric data.",[],medium,South Africa Protection of Personal Information Act
63e0fed03e4e040012229527,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 564, 'calcDate': '2023-05-19T12:52:58.439Z'}",GLBA,"{'bigidQuery': 'field IN (""classifier.Credit Card"", ""classifier.MD::Credit Card - MD"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.MD::Card verification value (CVV) - MD"", ""classifier.MD::Personal Identification Number (PIN) - MD"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Personal identification number (PIN)"", ""classifier.Card verification value (CVV)"", ""classifier.US Bank Account Number"", ""classifier.MD::Bank Account Number - MD"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card (Narrow)"", ""classifier.Masked Credit Card Number near Term"", ""classifier.Last Four Credit Card Number Digits"", ""classifier.MICR Routing Number (Narrow)"", ""classifier.MICR Routing Number (Medium)"", ""classifier.MICR Routing Number (Wide)"", ""classifier.Fractional ABA Routing Number"", ""classifier.US SWIFT Code"", ""classifier.Loan ID Number"", ""classifier.MD::Loan ID Number - MD"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Income"", ""classifier.MD::Income - MD"", ""classifier.Income (Wide)"", ""Credit Card Number"", ""Credit Card Expiration Date"", ""Bank Account Number"", ""Customer Account Number"", ""Customer Purchase History"", ""Financial Transactions History"", ""Bank Code"", ""SWIFT Code"", ""CVV"", ""Income"", ""Financial Information"", ""Expense"", ""Salary"")', 'maxFindings': '1'}",True,,,VIOLATED,bigidadmin,[],,catalog,62f9d0b31f51d7ca26bb2151,"The Financial Modernization Act of 1999, also known as the 'Gramm-Leach-Bliley Act' or 'GLB Act', is a US federal law intended to safeguard and regulate consumer's personal financial information held by financial institutions. The act applies to personal financial information and other personal information, such as credit card numbers, bank account numbers, and financial transaction history.",[],medium,GLBA
63e0fe8f3e4e04001222951e,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 17584, 'calcDate': '2023-05-19T12:52:58.558Z'}",BCBS239,"{'bigidQuery': 'field IN ( ""Name"", ""classifier.Country"", ""classifier.DOC::default::Financial.Income Tax Return"", ""classifier.Geolocation near Term"", ""Residence"", ""Email"", ""Full Name"", ""policy_number"", ""Address"", ""classifier.DOC::default::Financial.Credit Card Application Form"", ""classifier.DOC::default::Financial.Financial Statement"", ""classifier.Date of Birth (DOB)"", ""classifier.Explicit Password"", ""classifier.MD::Bank Account Number - MD"", ""classifier.MD::Social Security Number - MD"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Email"", ""classifier.NER::Full Name"", ""classifier.FullNames"", ""classifier.Street Number and Name (English)"" )', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6358d2f8276aa3849c0366d2,"Principles for effective risk data aggregation and risk reporting

BCBS 239 was created in response to the 2007 GFC, which exposed that IT and data architectures within and across banks were inadequate to support the broad management of financial risks. In order for banks to have complete visibility on their risk exposure, the Basel Committee defined 14 key principles that were made into BCBS. The 14 principles can be classified into 4 categories: governance, infrastructure, risk data aggregation capabilities, reporting capabilities, and prudential supervision. 

Governance and Infrastructure is the deployment of data quality governance systems to improve financial communication and the production of more accurate and relevant reports in order to speed up and make decision-making processes more reliable.

Risk Data aggregation capabilities affects the IT infrastructure and requires banks to put in place a data architecture that enables the automation and reliability of the data aggregation chain. *

Reporting capabilities concerns the improvement of risk reporting practices. Its main goals are achieving the accuracy and precision of information, the completeness of information relating to the risks incurred in order to guarantee real and sincere visibility of the institution’s exposure to risks, but also the clarity and usefulness of reporting, the frequency of updating and the sincerity of distribution. 

Supervision is applied to control and supervise authorities. It sets out the conditions for monitoring banks’ compliance with the first 11 principles and also provide for the implementation of corrective actions and prudential measures and set the framework for cooperation with supervisory authorities. 

LINKS:
https://www.irion-edm.com/data-management-insights/bcbs-239-what-is-it-what-does-it-require-how-to-be-compliant/
https://bigid.com/compliance/bcbs-239/ 
https://zeenea.com/what-is-the-bcbs-239/ 
https://www2.deloitte.com/ie/en/pages/risk/articles/BCBS-239-Compliance.html",[],medium,
63e0feae3e4e040012229521,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 17584, 'calcDate': '2023-05-19T12:52:58.564Z'}",MiFID,"{'bigidQuery': 'field IN ( ""Name"", ""classifier.Country"", ""classifier.DOC::default::Financial.Income Tax Return"", ""classifier.Geolocation near Term"", ""Residence"", ""Email"", ""Full Name"", ""policy_number"", ""Address"", ""classifier.DOC::default::Financial.Credit Card Application Form"", ""classifier.DOC::default::Financial.Financial Statement"", ""classifier.Date of Birth (DOB)"", ""classifier.Explicit Password"", ""classifier.MD::Bank Account Number - MD"", ""classifier.MD::Social Security Number - MD"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Email"", ""classifier.NER::Full Name"", ""classifier.FullNames"", ""classifier.Street Number and Name (English)"" )', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6358d327276aa3849c036a81,"Markets in Financial Instruments Directive

MiFID is a European regulation that increases the transparency across the European Union’s financial markets and standardizes the regulatory disclosures required for firms operating in the EU. MiFID I and II has 3 key regulations. 

1-Client classification: 
3 categories: retail clients, professionals, and eligible counter parties 
Professional & Retail are considered capable of making their own investment decisions and evaluate the risks present in the decisions; have knowledge, experience, expertise 
Eligible counter parties are the most sophisticated investor participants and are subject to less regulatory protection by virtue of their financial capacities, knowledge, and capabilities  (investment firms, credit institutions, insurance companies)

2- Pre-trade and Post-trade transparency 
Pre-trade Transparency: those who operate order-matching systems must make information regarding the 5 best pricing levels (on both the buy and sell side) available to all. Those who run quote-driven markets must make the best bids and offers publicly available 
Post-trade Transparency: requires that firms release information regarding the price, time, and volume of all trades pertaining to listed shares, even if they are not executed in an open market scenario 

3-Requires that investment firms complete “best execution” when dealing with all transactions
Firms must strive to achieve the highest price for its client but also tries to limit costs and the time taken to complete a transaction 

Effects:
Increased the transparency of the investment market
Previously, investment firms were only able to gather information from one or two different exchanges that were made public BUT NOW they are able to gather information from all outlets that have publicly released their prices/details. THEREFORE, this adds a lot of unexpected work, so in order to deal with this issue, financial data vendors have become popular - they help the financial institutions deal with the fragmentation of information and enable them to have access to as many details as possible 

LINKS:
https://www.investopedia.com/terms/m/mifid.asp
https://corporatefinanceinstitute.com/resources/knowledge/finance/markets-in-financial-instruments-directive-mifid/ 
https://complyadvantage.com/insights/mifid/",[],medium,
63e0fec43e4e040012229524,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 17584, 'calcDate': '2023-05-19T12:52:58.601Z'}",BSA AML,"{'bigidQuery': 'field IN ( ""Name"", ""classifier.Country"", ""classifier.DOC::default::Financial.Income Tax Return"", ""classifier.Geolocation near Term"", ""Residence"", ""Email"", ""Full Name"", ""policy_number"", ""Address"", ""classifier.DOC::default::Financial.Credit Card Application Form"", ""classifier.DOC::default::Financial.Financial Statement"", ""classifier.Date of Birth (DOB)"", ""classifier.Explicit Password"", ""classifier.MD::Bank Account Number - MD"", ""classifier.MD::Social Security Number - MD"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Email"", ""classifier.NER::Full Name"", ""classifier.FullNames"", ""classifier.Street Number and Name (English)"" )', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6358d360276aa3849c036f43,"Bank Secrecy Act / Anti-Money Laundering 

Created in 1970 
Objective: Combat money laundering and the financing of terrorism in the U.S
How:
5 Pillars of BSA AML Compliance enforced by the Financial Crimes Enforcement Network (FinCEN)
Internal Controls - examine factors like geographic location, types of services officers, and customers served
Designation of a BSA AML officer
Establishment of BSA AML training program
Independent testing of compliance program - use a third party to annually test compliance policy
Customer Due Diligence (CDD) - verify customer’s identity, assess their risk, understand their general financial habits
Reporting/Filing Obligations with FinCEN
Currency Transaction Reports (CTR): must be filed for cash transactions $10,000+
Form 8300: must be filed when certain businesses receive $10,000+ in a single transaction or multiple related transactions within 24 hours
Suspicious Activity Reports (SAR): transactions which involve suspected BSA violations or terrorist financing activties with $5,000+
Foreign Bank and Financial Account Report (FBAR): annual filing requirement for individuals holding accounts with foreign banks of $10,000+",[],medium,
63e0fee03e4e04001222952a,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 17584, 'calcDate': '2023-05-19T12:52:58.673Z'}",NYDFS504,"{'bigidQuery': 'field IN ( ""Name"", ""classifier.Country"", ""classifier.DOC::default::Financial.Income Tax Return"", ""classifier.Geolocation near Term"", ""Residence"", ""Email"", ""Full Name"", ""policy_number"", ""Address"", ""classifier.DOC::default::Financial.Credit Card Application Form"", ""classifier.DOC::default::Financial.Financial Statement"", ""classifier.Date of Birth (DOB)"", ""classifier.Explicit Password"", ""classifier.MD::Bank Account Number - MD"", ""classifier.MD::Social Security Number - MD"", ""classifier.Credit Card Number near Term"", ""classifier.Credit Card"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Email"", ""classifier.NER::Full Name"", ""classifier.FullNames"", ""classifier.Street Number and Name (English)"" )', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,catalog,6358d3c5276aa3849c037764,"New York Department of Financial Services - Part 504

Effective as of Jan. 1, 2017 in response to shortcomings identified in transaction monitoring
Objective: Monitor transactions for potential Bank Secrecy Act (BSA) and anti-money laundering (AML) violations 
How: Require transaction monitoring and filtering models & file an annual certification (Attachment A) attesting to compliance
Transaction Monitoring Program: must be able to detect any and all BSA/AML violations & suspicious activity
Filtering Program: must be able to intercept transactions that are prohibited by the Office of Foreign Asset Control (OFAC)
Relevant Data: both programs must contain relevant data to the business
In-put: validate integrity, accuracy, and quality of data
Out-put: data must be accurate to ensure data extraction and loading processes are completed correctly
Governance and management oversight to ensure changes are controlled, reported, and audited
Any/all changes made to the programs must be documented
Regulated entity must annually file a certification attesting to compliance with the standards described in Part 504",[],medium,
636eac21a3207a00149de9a2,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 13, 'calcDate': '2023-05-19T12:52:58.575Z'}",Confluence Duplicates,"{'bigidQuery': 'contains_pi = ""true"" AND system IN (""Confluence"") AND has_duplicates = ""true""', 'maxFindings': '0'}",True,,[],VIOLATED,bigidadmin,[],,catalog,636e6304c354cbe963c2bdb4,Example policy to find all duplicates within the Confluence Data Source,[],medium,
63f37bdd0133010012efd150,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 27, 'calcDate': '2023-05-19T12:52:58.589Z'}",High Sensitivity and Open Access,"{'bigidQuery': 'catalog_tag.system.sensitivityClassification.Sensitivity IN (""High"") AND catalog_tag.Access Type = ""Open Access""', 'maxFindings': '1'}",True,,[],VIOLATED,bigidadmin,[],,access_governance,6385df8edd62efcfa2aec2a4,Default Access Intelligence policy for files with open access and high sensitivity,[],medium,
63f637dc4a6f4f794d1b5cfe,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 28, 'calcDate': '2023-05-19T12:52:58.603Z'}",High Sensitivity and External Access,"{'bigidQuery': 'catalog_tag.system.sensitivityClassification.Sensitivity IN (""High"") AND catalog_tag.Access Type = ""External Access""', 'maxFindings': '1'}",True,,[],VIOLATED,bigiddemo@bigid.com,[],,access_governance,6385df8edd62efcfa2aec2ad,Default Access Intelligence policy for files with external access and high sensitivity,[],medium,
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - Personal Sensitive,"{'bigidQuery': 'field IN (""classifier.GeographicData"", ""classifier.Geolocation near Term"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Crime (English)"", ""classifier.Religion (English)"", ""classifier.US Ethnicity (Wide)"", ""classifier.US Ethnicity (Medium)"", ""classifier.Californian Phone Number (Narrow)"", ""classifier.Californian Address"", ""classifier.Date of Birth (DOB)"", ""classifier.MD::Date of Birth - MD"", ""classifier.Partial Date of Birth (DOB)"", ""classifier.US Full Name"", ""classifier.US Full Name (Wide)"", ""classifier.US Given Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Middle Name"", ""classifier.US Family Name"", ""classifier.US Family Name (Wide)"", ""classifier.California License Plate"", ""classifier.US Political Affiliation"", ""classifier.US Trade Union"", ""classifier.California ZIP+4 Code near Term"", ""classifier.Age"", ""classifier.Street Number and Name (English)"", ""classifier.Country of Origin"", ""classifier.California ZIP Code"", ""classifier.Employment Date (English)"", ""classifier.Employment Date (English)"", ""classifier.MD::Employment Date - MD"", ""classifier.Employment Status (English)"", ""classifier.NER::Full Name"", ""classifier.NER::Phone"", ""First Name"", ""Given Name"", ""Middle Name"", ""Last Name"", ""Family Name"", ""Full Name"", ""Alias"", ""Account Name"", ""Address"", ""Street Name and Number"", ""Postal Code"", ""Geolocation"", ""Date of Birth"", ""Gender"", ""Height"", ""Weight"", ""Eye Color"", ""Signature"", ""Crime"", ""Criminal Convictions"", ""Phone Number"", ""Fax Number"", ""Fingerprints"", ""Voice Recordings"", ""Facial Imagery and Recognition"", ""Retinal"", ""Vein Patterns"", ""Occupation and Title"", ""Job Code"", ""Nationality"", ""Country of Birth"", ""Preferences"", ""Trade Union Membership"", ""Language Skills"", ""Citizenship"", ""Ethnicity"", ""Race"", ""Religion"", ""Age"", ""Sex"", ""Sexual Orientation"", ""Military or Veteran Status"", ""Professional Licenses"", ""Browsing or Search History"", ""Social Media Activity"", ""Blood Type"", ""Hair Color"", ""Commercial Information"", ""Work Visa Type"", ""Employment Information"", ""Professional Information"", ""Customer Information"", ""Education Information"", ""Expense"", ""Salary"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec622,"The California Privacy Rights Act (CPRA) defines 'Personal information' as information that identifies, relates to, describes, is reasonably capable of being associated with, or could reasonably be linked, directly or indirectly, with a particular consumer or household. This includes such personal sensitive information as a real name, postal address, unique personal identifiers, online identifiers, biometric information, geolocation data and employment-related information.",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - Financial PII,"{'bigidQuery': 'field IN (""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.US Bank Account Number"", ""classifier.Income"", ""classifier.Income (Wide)"", ""classifier.MD::Income - MD"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Credit Card Number near Term"", ""classifier.Masked Credit Card Number near Term"", ""classifier.Last Four Credit Card Number Digits"", ""classifier.Card verification value (CVV)"", ""classifier.MD::Card verification value (CVV) - MD"", ""classifier.Personal identification number (PIN)"", ""classifier.MD::Personal Identification Number (PIN) - MD"", ""classifier.Card verification value (CVV) near Expiration date"", ""classifier.Credit Card near Card verification value (CVV)"", ""classifier.Credit Card near Personal identification number (PIN)"", ""classifier.Loan ID Number"", ""classifier.MD::Credit Card - MD"", ""Credit Card Number"", ""Credit Card Expiration Date"", ""Bank Account Number"", ""Customer Account Number"", ""Customer Purchase History"", ""Financial Transactions History"", ""Bank Code"", ""SWIFT Code"", ""CVV"", ""Income"", ""Financial Information"", ""Expense"", ""Salary"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec624,"The California Privacy Rights Act (CPRA) defines some financial information as 'Personal information', such as bank account numbers, credit card numbers, and purchasing history.",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - ID Numbers,"{'bigidQuery': 'field IN (""classifier.US SSN"", ""classifier.US SSN near Term"", ""classifier.US SSN (Narrow)"", ""classifier.Masked US SSN near Term"", ""classifier.Last Four US SSN Digits"", ""classifier.US Passport Number"", ""classifier.California Driver License Number"", ""classifier.US Adoption Taxpayer Identification Number (ATIN)"", ""classifier.US PTIN near Term"", ""classifier.US EIN near Term"", ""classifier.US MBI"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.ITIN near Term"", ""classifier.US Visa Number"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec626,"The California Privacy Rights Act (CPRA) defines some ID numbers as 'Personal information', such as social security numbers, driver's license numbers, or other similar identifiers.",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - Passwords,"{'bigidQuery': 'field IN (""classifier.Tokens, Keys and Secrets"", ""classifier.Tokens, Keys and Secrets (Narrow)"", ""classifier.Product Keys"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"", ""classifier.Common Hashed Passwords"", ""classifier.Username and Explicit Password"", ""classifier.Cleartext Password near Term"", ""classifier.Email and Cleartext Password"", ""classifier.MD::Password - MD"", ""Token"", ""Product Key"", ""Password"", ""PIN"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec628,"Passwords, tokens, keys, secrets and PINs that identify and relate to consumers are protected by the The California Privacy Rights Act (CPRA).",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - PHI,"{'bigidQuery': 'field IN (""classifier.Current Procedural Terminology (CPT) Code near Term"", ""classifier.ICD-10 Procedure Coding System (PCS) Code near Term"", ""classifier.US MBI"", ""classifier.Medical Condition (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Medication (English)"", ""classifier.Health Plan Beneficiary Number"", ""classifier.MD::Health Plan Beneficiary Number - MD"", ""classifier.Medical Record Number (MRN)"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.Patient ID Number"", ""classifier.MD::Patient ID Number - MD"", ""classifier.Admission Date"", ""classifier.MD::Admission Date - MD"", ""classifier.Discharge Date"", ""classifier.MD::Discharge Date - MD"", ""classifier.ICD-10-CM Code"", ""classifier.ICD-10-CM Code near Term"", ""classifier.MD::ICD Code - MD"", ""Medical Record Number"", ""Health Plan Beneficiary Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Medical Images"", ""Health Insurance Identification"", ""Drugs"", ""Blood Type"", ""Admission Date"", ""Discharge Date"", ""ICD Code"", ""ICD Description"", ""Health Information"", ""Medical Treatment"", ""Medical Condition"", ""Health Insurance Information"", ""Medication"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec62a,"The California Privacy Rights Act (CPRA) defines some health-related information as 'Personal information', such as medical information and health insurance information.",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,CPRA - Electronic PII,"{'bigidQuery': 'field IN (""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.IMEI"", ""classifier.MAC Address"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigid,[],,catalog,6385df94dd62efcfa2aec62c,"The California Privacy Rights Act (CPRA) defines some electronic information as 'Personal information', such as online identifiers and email addresses.",[],medium,CPRA
,"{'includeLinkToInventory': False, 'includeLinkToCatalog': True, 'includeObjectsReport': False}","{'violated': False, 'findingsAmt': 0, 'calcDate': '2023-05-19T12:52:58.622Z'}",Hotspots Remediation,"{'bigidQuery': 'catalog_tag.hotspot_remediation IN (""true"")', 'maxFindings': '1'}",True,,[],UNVIOLATED,bigidadmin,[],,access_governance,63bff7a44fdbbda1271c2509,Default policy for files that were sent to remediation via Hotspots App,[],medium,
63f7a0164a6f4f57fb1c1df3,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 657, 'calcDate': '2023-05-19T12:52:58.627Z'}",Retention: Files older than 2 years,"{'bigidQuery': 'catalog_tag.Retention.Policy=""files older than 2 years""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63cac3995c5fc4c1a69f32c9,Retention policy,[],medium,
63f7a0064a6f4f4a021c1dea,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 45, 'calcDate': '2023-05-19T12:52:58.630Z'}",Retention: Dormant Insurance Customers,"{'bigidQuery': 'catalog_tag.Retention.Policy=""dormant insurance customers""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63cac3995c5fc4c1a69f33dd,Retention policy,[],medium,
63f7a01c4a6f4f9f521c1df6,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 498, 'calcDate': '2023-05-19T12:52:58.636Z'}",Retention: PCI Data Passed Retention,"{'bigidQuery': 'catalog_tag.Retention.Policy=""pci data passed retention""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63cac3995c5fc4c1a69f3440,Retention policy,[],medium,
63f7a0104a6f4f85cc1c1df0,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 148, 'calcDate': '2023-05-19T12:52:58.640Z'}",Retention: Expired Insurance Policies,"{'bigidQuery': 'catalog_tag.Retention.Policy=""expired insurance policies""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecb7d79d609e9c81fc2d6e,Retention policy,[],medium,
63f7a0014a6f4fea421c1de7,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 1, 'calcDate': '2023-05-19T12:52:58.647Z'}",Retention: Dormant Customers,"{'bigidQuery': 'catalog_tag.Retention.Policy=""dormant customers""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecb7d79d609e9c81fc2da9,Retention policy,[],medium,
63f79ff14a6f4f58611c1dde,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 1, 'calcDate': '2023-05-19T12:52:58.651Z'}",Retention: Customer Transactions Passed Retention,"{'bigidQuery': 'catalog_tag.Retention.Policy=""customer transactions passed retention""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecf5409d609e9c811351b4,Retention policy,[],medium,
63f7a00b4a6f4f66351c1ded,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 4, 'calcDate': '2023-05-19T12:52:58.658Z'}",Retention: Employment Agreements,"{'bigidQuery': 'catalog_tag.Retention.Policy=""employment agreements""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecf6939d609e9c81138661,Retention policy,[],medium,
